file_path,module_layer,goal_owner,line_count,public_functions,runner_dependency_count,audit_dependency_count,provider_dependency_count,output_dependency_count,refactor_status,notes
src/ashare_premarket/runners/__init__.py,runners,shared_infrastructure,2,,0,0,0,0,common_module_prepared,eligible_for_future_incremental_refactor_review
src/ashare_premarket/runners/common.py,runners,shared_infrastructure,46,build_manifest;write_manifest;write_partitioned_csv,0,0,0,0,common_module_prepared,eligible_for_future_incremental_refactor_review
src/ashare_premarket/scoring/__init__.py,scoring,shared_infrastructure,1,,0,0,0,0,inventory_only,eligible_for_future_incremental_refactor_review
src/ashare_premarket/scoring/baseline.py,scoring,shared_infrastructure,99,run_stage6a_blocker_repair;run_baseline_scoring_skeleton;audit_baseline_scoring_skeleton,4,1,0,14,inventory_only,eligible_for_future_incremental_refactor_review
src/ashare_premarket/sector/__init__.py,sector,shared_infrastructure,1,,0,0,0,0,inventory_only,eligible_for_future_incremental_refactor_review
src/ashare_premarket/sector/context.py,sector,shared_infrastructure,9,sector_momentum_5d,0,0,0,0,inventory_only,eligible_for_future_incremental_refactor_review
src/ashare_premarket/storage/__init__.py,storage,shared_infrastructure,1,,0,0,0,0,inventory_only,eligible_for_future_incremental_refactor_review
src/ashare_premarket/storage/lake_hardening.py,storage,shared_infrastructure,886,run_goal_storage01_local_research_lake_hardening_gate;audit_goal_storage01_local_research_lake_hardening_gate;load_goal_storage01_hardening_bundle;evaluate_goal_storage01_hardening_gate,6,13,8,16,inventory_only,eligible_for_future_incremental_refactor_review
src/ashare_premarket/storage/policy.py,storage,shared_infrastructure,218,resolve_data_root;audit_storage_policy;build_data_bundle_manifest;audit_data_bundle_manifest,0,2,3,7,inventory_only,eligible_for_future_incremental_refactor_review
src/ashare_premarket/training/__init__.py,training,shared_infrastructure,1,,0,0,0,0,inventory_only,eligible_for_future_incremental_refactor_review
src/ashare_premarket/training/supervised_baseline.py,training,shared_infrastructure,130,run_supervised_baseline_training;audit_supervised_baseline_training,6,1,0,13,inventory_only,eligible_for_future_incremental_refactor_review
src/ashare_premarket/universe/__init__.py,universe,shared_infrastructure,1,,0,0,0,0,inventory_only,eligible_for_future_incremental_refactor_review
src/ashare_premarket/universe/governance.py,universe,shared_infrastructure,41,load_approved_symbols;load_blocked_symbols;validate_symbol_governance;require_approved_symbol,0,0,0,0,inventory_only,eligible_for_future_incremental_refactor_review
src/ashare_premarket/validation/__init__.py,validation,shared_infrastructure,1,,0,0,0,0,inventory_only,eligible_for_future_incremental_refactor_review
src/ashare_premarket/validation/engineering_panel.py,validation,shared_infrastructure,224,rebuild_stage6c_from_engineering_panel;classify_panel_tier;audit_stage6c_engineering_panel,0,6,0,7,inventory_only,eligible_for_future_incremental_refactor_review
src/ashare_premarket/validation/gates.py,validation,shared_infrastructure,522,audit_existing_modules;run_current_trunk_validation;run_e2e_verification;run_e2e_validation;run_goal06b_regression_suite;run_program_validation_profile;write_readiness_report,190,211,68,26,inventory_only,eligible_for_future_incremental_refactor_review
src/ashare_premarket/validation/goal_v1_integrity01.py,validation,goal_v1_integrity01,1060,run_goal_v1_integrity01_artifact_lineage_structure_gate;audit_goal_v1_integrity01_artifact_lineage_structure_gate;evaluate_goal_v1_integrity01_artifact_lineage_structure_gate;goal_v1_integrity01_valid_evidence;goal_v1_integrity01_implemented_workflow_patch,6,17,5,39,inventory_only,eligible_for_future_incremental_refactor_review
src/ashare_premarket/validation/stage6c.py,validation,shared_infrastructure,723,build_stage6c_expanded_validation_dataset;run_stage6c_ranking_baselines;run_stage6c_walk_forward_validation;audit_stage6c_expanded_validation;audit_stage6c_ranking_baselines;audit_stage6c_walk_forward;audit_stage6c_leakage_and_boundary;run_goal06c_expanded_validation;write_stage6c_readiness_report,11,9,0,36,inventory_only,eligible_for_future_incremental_refactor_review
src/ashare_premarket/validation/workflow_cleanliness.py,validation,shared_infrastructure,156,audit_workflow_cleanliness,0,1,7,5,inventory_only,eligible_for_future_incremental_refactor_review
src/ashare_premarket/validation/workflow_status.py,validation,shared_infrastructure,4486,run_workflow_status_audit,5,9,242,157,inventory_only,eligible_for_future_incremental_refactor_review
