capability_id,capability_name,capability_class,stage_or_goal,business_purpose,active_source_modules,public_scripts,configs,tests,required_inputs,required_outputs,audit_reports,validation_commands,verification_commands,status,preserve_requirement,legacy_or_lock_reason,recommended_action,notes
goal06c6_akshare_provider_contract,GOAL-06C.6 AKShare provider contract,CLASS_A_REQUIRED_ACTIVE,GOAL-06C.6,Preserve reproducible clean active workflow through GOAL-06B plus review-only GOAL-06C/GOAL-06D gates and GOAL-07A design-only governance.,ashare_premarket.providers.akshare_provider,scripts/run_akshare_engineering_pilot_ingestion.py,configs/providers/akshare_provider_config.yaml;configs/ingestion/akshare_ingestion_config.yaml,tests/test_workflow_contracts.py;tests/test_public_entrypoints.py;tests/test_validation_gates.py,configs;protected generated outputs from prior active stage,configs/providers/akshare_provider_config.yaml;outputs/audits/akshare_provider_attempt_summary.csv;outputs/audits/provider_failure_events.csv;outputs/audits/goal06c6_network_isolation_report.md;outputs/audits/goal06c6_network_isolation_report.json,outputs/audits/akshare_provider_attempt_summary.csv;outputs/audits/provider_failure_events.csv;outputs/audits/goal06c6_network_isolation_report.md,python scripts/run_e2e_trunk_validation_through_goal06b.py,python scripts/run_e2e_trunk_verification_through_goal06b.py,KEEP_ACTIVE,Must remain runnable in target repository.,,KEEP_ACTIVE,Generated for clean bootstrap on 2026-06-21.
goal06c6_source_backed_local_bundle,GOAL-06C.6 source-backed local bundle gate,CLASS_A_REQUIRED_ACTIVE,GOAL-06C.6,Preserve reproducible clean active workflow through GOAL-06B plus review-only GOAL-06C/GOAL-06D gates and GOAL-07A design-only governance.,ashare_premarket.providers.ingestion,scripts/build_source_backed_local_bundle.py;scripts/audit_source_backed_local_bundle.py;scripts/run_goal06c6_source_backed_engineering_pilot_bundle.py,configs/ingestion/engineering_pilot_ingestion_config.yaml;configs/storage/storage_policy.yaml;configs/storage/data_paths.example.yaml,tests/test_workflow_contracts.py;tests/test_public_entrypoints.py;tests/test_validation_gates.py,configs;protected generated outputs from prior active stage,outputs/audits/source_backed_bundle_manifest_summary.json;outputs/audits/source_backed_local_bundle_audit.md,outputs/audits/source_backed_bundle_manifest_summary.md;outputs/audits/source_backed_local_bundle_audit.md;outputs/audits/goal06c6_readiness_report.md,python scripts/run_e2e_trunk_validation_through_goal06b.py,python scripts/run_e2e_trunk_verification_through_goal06b.py,KEEP_ACTIVE,Must remain runnable in target repository.,,KEEP_ACTIVE,Generated for clean bootstrap on 2026-06-21.
goal06c6_source_backed_pit_label_panels,GOAL-06C.6 source-backed PIT and label panel builders,CLASS_A_REQUIRED_ACTIVE,GOAL-06C.6,Preserve reproducible clean active workflow through GOAL-06B plus review-only GOAL-06C/GOAL-06D gates and GOAL-07A design-only governance.,ashare_premarket.providers.ingestion,scripts/build_source_backed_pit_signal_panel.py;scripts/build_source_backed_label_panel.py,configs/features/engineering_pit_panel_config.yaml;configs/labels/engineering_label_panel_config.yaml,tests/test_workflow_contracts.py;tests/test_public_entrypoints.py;tests/test_validation_gates.py,configs;protected generated outputs from prior active stage,outputs/samples/source_backed_pit_signal_panel_sample.csv;outputs/samples/source_backed_label_panel_sample.csv;outputs/audits/source_backed_pit_signal_panel_audit.md;outputs/audits/source_backed_label_panel_audit.md,outputs/audits/source_backed_pit_signal_panel_audit.md;outputs/audits/source_backed_label_panel_audit.md,python scripts/run_e2e_trunk_validation_through_goal06b.py,python scripts/run_e2e_trunk_verification_through_goal06b.py,KEEP_ACTIVE,Must remain runnable in target repository.,,KEEP_ACTIVE,Generated for clean bootstrap on 2026-06-21.
goal06c6_source_backed_stage6c_panel,GOAL-06C.6 source-backed Stage 6C engineering panel gate,CLASS_A_REQUIRED_ACTIVE,GOAL-06C.6,Preserve reproducible clean active workflow through GOAL-06B plus review-only GOAL-06C/GOAL-06D gates and GOAL-07A design-only governance.,ashare_premarket.providers.ingestion,scripts/rebuild_stage6c_source_backed_engineering_panel.py;scripts/audit_stage6c_source_backed_engineering_panel.py,configs/validation/stage6c_engineering_panel_config.yaml;configs/validation/panel_size_tiers.yaml,tests/test_workflow_contracts.py;tests/test_public_entrypoints.py;tests/test_validation_gates.py,configs;protected generated outputs from prior active stage,outputs/stage6c/STAGE6C_source_backed_engineering_panel_coverage_summary.csv;outputs/samples/stage6c_source_backed_engineering_panel_sample.csv;outputs/audits/stage6c_source_backed_engineering_panel_audit.md;outputs/audits/goal06c6_readiness_report.md,outputs/audits/stage6c_source_backed_engineering_panel_audit.md;outputs/audits/engineering_panel_readiness_report.md,python scripts/run_e2e_trunk_validation_through_goal06b.py,python scripts/run_e2e_trunk_verification_through_goal06b.py,KEEP_ACTIVE,Must remain runnable in target repository.,,KEEP_ACTIVE,Generated for clean bootstrap on 2026-06-21.
goal06c7_provider_ladder,GOAL-06C.7 provider ladder engineering pilot gate,CLASS_A_REQUIRED_ACTIVE,GOAL-06C.7,Preserve reproducible clean active workflow through GOAL-06B plus review-only GOAL-06C/GOAL-06D gates and GOAL-07A design-only governance.,ashare_premarket.providers.provider_ladder,scripts/run_goal06c7_provider_ladder_engineering_data_base_expansion.py;scripts/audit_workflow_cleanliness.py,,tests/test_workflow_contracts.py;tests/test_public_entrypoints.py;tests/test_validation_gates.py,configs;protected generated outputs from prior active stage,outputs/audits/goal06c7_readiness_report.md;outputs/audits/workflow_cleanliness_audit.md;outputs/stage6c/STAGE6C_source_backed_engineering_panel_coverage_summary.csv,,python scripts/run_e2e_trunk_validation_through_goal06b.py,python scripts/run_e2e_trunk_verification_through_goal06b.py,KEEP_ACTIVE,Must remain runnable in target repository.,,KEEP_ACTIVE,Generated for clean bootstrap on 2026-06-21.
goal06c7_browser_assisted_optional_provider,GOAL-06C.7 optional browser-assisted finance ingestion,CLASS_A_REQUIRED_ACTIVE,GOAL-06C.7,Preserve reproducible clean active workflow through GOAL-06B plus review-only GOAL-06C/GOAL-06D gates and GOAL-07A design-only governance.,ashare_premarket.providers.browser_assisted_provider,scripts/run_browser_assisted_finance_ingestion.py;scripts/audit_browser_assisted_provider.py,,tests/test_workflow_contracts.py;tests/test_public_entrypoints.py;tests/test_validation_gates.py,configs;protected generated outputs from prior active stage,outputs/audits/browser_assisted_provider_audit.md;outputs/audits/browser_assisted_provider_events.csv,,python scripts/run_e2e_trunk_validation_through_goal06b.py,python scripts/run_e2e_trunk_verification_through_goal06b.py,KEEP_ACTIVE,Must remain runnable in target repository.,,KEEP_ACTIVE,Generated for clean bootstrap on 2026-06-21.
goal06d_feature_split_contract,GOAL-06D feature and split contract gate,CLASS_A_REQUIRED_ACTIVE,GOAL-06D,Preserve reproducible clean active workflow through GOAL-06B plus review-only GOAL-06C/GOAL-06D gates and GOAL-07A design-only governance.,ashare_premarket.models.goal06d,scripts/audit_goal06d_feature_contract.py;scripts/audit_goal06d_split.py,configs/models/goal06d_feature_contract.yaml;configs/models/goal06d_split_config.yaml,tests/test_goal06d_feature_contract.py;tests/test_goal06d_chronological_split.py;tests/test_goal06d_model_comparison.py;tests/test_goal06d_calibration.py;tests/test_goal06d_stability.py;tests/test_goal06d_governance.py;tests/test_goal06d_boundary_locks.py,configs;protected generated outputs from prior active stage,configs/models/goal06d_feature_contract.yaml;configs/models/goal06d_split_config.yaml;outputs/audits/goal06d_feature_contract_audit.md;outputs/audits/goal06d_split_audit.md,outputs/audits/goal06d_feature_contract_audit.md;outputs/audits/goal06d_split_audit.md,python scripts/run_e2e_trunk_validation_through_goal06b.py,python scripts/run_e2e_trunk_verification_through_goal06b.py,KEEP_ACTIVE,Must remain runnable in target repository.,,KEEP_ACTIVE,Generated for clean bootstrap on 2026-06-21.
goal06d_model_comparison,GOAL-06D review-only model comparison,CLASS_A_REQUIRED_ACTIVE,GOAL-06D,Preserve reproducible clean active workflow through GOAL-06B plus review-only GOAL-06C/GOAL-06D gates and GOAL-07A design-only governance.,ashare_premarket.models.goal06d,scripts/run_goal06d_model_comparison_calibration.py;scripts/audit_goal06d_model_comparison.py,configs/models/goal06d_feature_contract.yaml;configs/models/goal06d_split_config.yaml,tests/test_goal06d_feature_contract.py;tests/test_goal06d_chronological_split.py;tests/test_goal06d_model_comparison.py;tests/test_goal06d_calibration.py;tests/test_goal06d_stability.py;tests/test_goal06d_governance.py;tests/test_goal06d_boundary_locks.py,configs;protected generated outputs from prior active stage,outputs/models/goal06d/model_comparison_summary.csv;outputs/models/goal06d/model_metric_by_fold.csv;outputs/models/goal06d/model_metric_by_target.csv;outputs/models/goal06d/model_selection_rationale.md;outputs/audits/goal06d_model_comparison_audit.md,outputs/audits/goal06d_model_comparison_audit.md;outputs/audits/goal06d_readiness_report.md,python scripts/run_e2e_trunk_validation_through_goal06b.py,python scripts/run_e2e_trunk_verification_through_goal06b.py,KEEP_ACTIVE,Must remain runnable in target repository.,,KEEP_ACTIVE,Generated for clean bootstrap on 2026-06-21.
goal06d_calibration_stability,GOAL-06D calibration and stability diagnostics,CLASS_A_REQUIRED_ACTIVE,GOAL-06D,Preserve reproducible clean active workflow through GOAL-06B plus review-only GOAL-06C/GOAL-06D gates and GOAL-07A design-only governance.,ashare_premarket.models.goal06d,scripts/audit_goal06d_calibration.py;scripts/audit_goal06d_stability.py,configs/models/goal06d_feature_contract.yaml;configs/models/goal06d_split_config.yaml,tests/test_goal06d_feature_contract.py;tests/test_goal06d_chronological_split.py;tests/test_goal06d_model_comparison.py;tests/test_goal06d_calibration.py;tests/test_goal06d_stability.py;tests/test_goal06d_governance.py;tests/test_goal06d_boundary_locks.py,configs;protected generated outputs from prior active stage,outputs/models/goal06d/calibration_summary.csv;outputs/models/goal06d/stability_summary.csv;outputs/models/goal06d/fold_metrics.csv;outputs/models/goal06d/symbol_stability_summary.csv;outputs/models/goal06d/feature_stability_summary.csv;outputs/audits/goal06d_calibration_audit.md;outputs/audits/goal06d_stability_audit.md,outputs/audits/goal06d_calibration_audit.md;outputs/audits/goal06d_stability_audit.md,python scripts/run_e2e_trunk_validation_through_goal06b.py,python scripts/run_e2e_trunk_verification_through_goal06b.py,KEEP_ACTIVE,Must remain runnable in target repository.,,KEEP_ACTIVE,Generated for clean bootstrap on 2026-06-21.
goal06d_governance_boundary,GOAL-06D governance and downstream boundary locks,CLASS_A_REQUIRED_ACTIVE,GOAL-06D,Preserve reproducible clean active workflow through GOAL-06B plus review-only GOAL-06C/GOAL-06D gates and GOAL-07A design-only governance.,ashare_premarket.models.goal06d,scripts/audit_goal06d_governance.py;scripts/audit_goal06d_boundary_locks.py,configs/project/workflow_status.csv,tests/test_goal06d_feature_contract.py;tests/test_goal06d_chronological_split.py;tests/test_goal06d_model_comparison.py;tests/test_goal06d_calibration.py;tests/test_goal06d_stability.py;tests/test_goal06d_governance.py;tests/test_goal06d_boundary_locks.py,configs;protected generated outputs from prior active stage,outputs/audits/goal06d_governance_audit.md;outputs/audits/goal06d_boundary_lock_audit.md;outputs/audits/goal06d_readiness_report.md,outputs/audits/goal06d_governance_audit.md;outputs/audits/goal06d_boundary_lock_audit.md;outputs/audits/goal06d_readiness_report.md,python scripts/run_e2e_trunk_validation_through_goal06b.py,python scripts/run_e2e_trunk_verification_through_goal06b.py,KEEP_ACTIVE,Must remain runnable in target repository.,,KEEP_ACTIVE,Generated for clean bootstrap on 2026-06-21.
goal06d1_warning_repair,GOAL-06D.1 calibration and stability warning repair,CLASS_A_REQUIRED_ACTIVE,GOAL-06D.1,Preserve reproducible clean active workflow through GOAL-06B plus review-only GOAL-06C/GOAL-06D gates and GOAL-07A design-only governance.,ashare_premarket.models.goal06d1,scripts/run_goal06d1_calibration_stability_warning_repair.py;scripts/audit_goal06d1_score_repair.py,configs/models/goal06d_feature_contract.yaml;configs/models/goal06d_split_config.yaml,tests/test_goal06d1_target_horizon.py;tests/test_goal06d1_score_repair.py;tests/test_goal06d1_calibration_repair.py;tests/test_goal06d1_feature_sign_stability.py;tests/test_goal06d1_provider_concentration_disclosure.py;tests/test_goal06d1_governance.py;tests/test_goal06d1_boundary_locks.py;tests/test_v2_factor_interface_locked.py,configs;protected generated outputs from prior active stage,outputs/models/goal06d1/target_horizon_comparison.csv;outputs/models/goal06d1/score_variant_comparison.csv;outputs/models/goal06d1/model_comparison_repair_summary.csv;outputs/audits/goal06d1_readiness_report.md,outputs/audits/goal06d1_target_horizon_audit.md;outputs/audits/goal06d1_score_repair_audit.md;outputs/audits/goal06d1_model_selection_repair_audit.md;outputs/audits/goal06d1_readiness_report.md,python scripts/run_e2e_trunk_validation_through_goal06b.py,python scripts/run_e2e_trunk_verification_through_goal06b.py,KEEP_ACTIVE,Must remain runnable in target repository.,,KEEP_ACTIVE,Generated for clean bootstrap on 2026-06-21.
goal06d1_calibration_feature_provider,"GOAL-06D.1 calibration, feature, and provider diagnostics",CLASS_A_REQUIRED_ACTIVE,GOAL-06D.1,Preserve reproducible clean active workflow through GOAL-06B plus review-only GOAL-06C/GOAL-06D gates and GOAL-07A design-only governance.,ashare_premarket.models.goal06d1,scripts/audit_goal06d1_calibration_repair.py;scripts/audit_goal06d1_feature_sign_stability.py;scripts/audit_goal06d1_provider_concentration_disclosure.py,configs/models/goal06d_feature_contract.yaml;configs/models/goal06d_split_config.yaml,tests/test_goal06d1_target_horizon.py;tests/test_goal06d1_score_repair.py;tests/test_goal06d1_calibration_repair.py;tests/test_goal06d1_feature_sign_stability.py;tests/test_goal06d1_provider_concentration_disclosure.py;tests/test_goal06d1_governance.py;tests/test_goal06d1_boundary_locks.py;tests/test_v2_factor_interface_locked.py,configs;protected generated outputs from prior active stage,outputs/models/goal06d1/calibration_repair_summary.csv;outputs/models/goal06d1/feature_sign_stability_repair.csv;outputs/models/goal06d1/provider_source_concentration_summary.csv;outputs/audits/goal06d1_calibration_repair_audit.md;outputs/audits/goal06d1_feature_sign_stability_audit.md;outputs/audits/goal06d1_provider_concentration_disclosure.md,outputs/audits/goal06d1_calibration_repair_audit.md;outputs/audits/goal06d1_feature_sign_stability_audit.md;outputs/audits/goal06d1_provider_concentration_disclosure.md,python scripts/run_e2e_trunk_validation_through_goal06b.py,python scripts/run_e2e_trunk_verification_through_goal06b.py,KEEP_ACTIVE,Must remain runnable in target repository.,,KEEP_ACTIVE,Generated for clean bootstrap on 2026-06-21.
goal06d1_governance_v2_lock,GOAL-06D.1 governance and locked V2 factor placeholder,CLASS_A_REQUIRED_ACTIVE,GOAL-06D.1,Preserve reproducible clean active workflow through GOAL-06B plus review-only GOAL-06C/GOAL-06D gates and GOAL-07A design-only governance.,ashare_premarket.models.goal06d1,scripts/audit_goal06d1_governance.py;scripts/audit_goal06d1_boundary_locks.py,configs/project/workflow_status.csv;configs/factors/v2_factor_research_contract.yaml,tests/test_goal06d1_target_horizon.py;tests/test_goal06d1_score_repair.py;tests/test_goal06d1_calibration_repair.py;tests/test_goal06d1_feature_sign_stability.py;tests/test_goal06d1_provider_concentration_disclosure.py;tests/test_goal06d1_governance.py;tests/test_goal06d1_boundary_locks.py;tests/test_v2_factor_interface_locked.py,configs;protected generated outputs from prior active stage,configs/factors/v2_factor_research_contract.yaml;docs/factors/V2_FACTOR_RESEARCH_INTERFACE.md;outputs/audits/goal06d1_governance_audit.md;outputs/audits/goal06d1_boundary_lock_audit.md,outputs/audits/goal06d1_governance_audit.md;outputs/audits/goal06d1_boundary_lock_audit.md;outputs/audits/goal06d1_readiness_report.md,python scripts/run_e2e_trunk_validation_through_goal06b.py,python scripts/run_e2e_trunk_verification_through_goal06b.py,KEEP_ACTIVE,Must remain runnable in target repository.,,KEEP_ACTIVE,Generated for clean bootstrap on 2026-06-21.
goal07a_input_output_contracts,GOAL-07A allowed input and future output schema design,CLASS_A_REQUIRED_ACTIVE,GOAL-07A,Preserve reproducible clean active workflow through GOAL-06B plus review-only GOAL-06C/GOAL-06D gates and GOAL-07A design-only governance.,ashare_premarket.risk_design.goal07a,scripts/run_goal07a_risk_overlay_design_gate.py;scripts/audit_goal07a_allowed_input_contract.py;scripts/audit_goal07a_output_schema.py,configs/risk/goal07a_allowed_input_contract.yaml;configs/risk/goal07a_future_risk_overlay_output_schema.yaml,tests/test_goal07a_allowed_input_contract.py;tests/test_goal07a_output_schema_design.py;tests/test_goal07a_risk_rule_catalog.py;tests/test_goal07a_state_machine_design.py;tests/test_goal07a_upstream_warning_mapping.py;tests/test_goal07a_boundary_locks.py;tests/test_goal07a_governance.py;tests/test_goal07a_no_calculation_outputs.py;tests/test_goal07a_v2_factor_lock.py,configs;protected generated outputs from prior active stage,configs/risk/goal07a_allowed_input_contract.yaml;configs/risk/goal07a_future_risk_overlay_output_schema.yaml;outputs/audits/goal07a_allowed_input_contract_audit.md;outputs/audits/goal07a_output_schema_audit.md,outputs/audits/goal07a_allowed_input_contract_audit.md;outputs/audits/goal07a_output_schema_audit.md;outputs/audits/goal07a_readiness_report.md,python scripts/run_e2e_trunk_validation_through_goal06b.py,python scripts/run_e2e_trunk_verification_through_goal06b.py,KEEP_ACTIVE,Must remain runnable in target repository.,,KEEP_ACTIVE,Generated for clean bootstrap on 2026-06-21.
goal07a_rules_state_warning_mapping,"GOAL-07A risk rule catalog, state machine, and warning mapping design",CLASS_A_REQUIRED_ACTIVE,GOAL-07A,Preserve reproducible clean active workflow through GOAL-06B plus review-only GOAL-06C/GOAL-06D gates and GOAL-07A design-only governance.,ashare_premarket.risk_design.goal07a,scripts/audit_goal07a_risk_rule_catalog.py;scripts/audit_goal07a_state_machine.py;scripts/audit_goal07a_upstream_warning_mapping.py,configs/risk/goal07a_risk_rule_catalog.yaml;configs/risk/goal07a_risk_state_machine.yaml;configs/risk/goal07a_upstream_warning_mapping.yaml,tests/test_goal07a_allowed_input_contract.py;tests/test_goal07a_output_schema_design.py;tests/test_goal07a_risk_rule_catalog.py;tests/test_goal07a_state_machine_design.py;tests/test_goal07a_upstream_warning_mapping.py;tests/test_goal07a_boundary_locks.py;tests/test_goal07a_governance.py;tests/test_goal07a_no_calculation_outputs.py;tests/test_goal07a_v2_factor_lock.py,configs;protected generated outputs from prior active stage,configs/risk/goal07a_risk_rule_catalog.yaml;configs/risk/goal07a_risk_state_machine.yaml;configs/risk/goal07a_upstream_warning_mapping.yaml;outputs/audits/goal07a_risk_rule_catalog_audit.md;outputs/audits/goal07a_state_machine_audit.md;outputs/audits/goal07a_upstream_warning_mapping_audit.md,outputs/audits/goal07a_risk_rule_catalog_audit.md;outputs/audits/goal07a_state_machine_audit.md;outputs/audits/goal07a_upstream_warning_mapping_audit.md,python scripts/run_e2e_trunk_validation_through_goal06b.py,python scripts/run_e2e_trunk_verification_through_goal06b.py,KEEP_ACTIVE,Must remain runnable in target repository.,,KEEP_ACTIVE,Generated for clean bootstrap on 2026-06-21.
goal07a_governance_boundary_v2_lock,GOAL-07A design-only governance boundary and V2 factor lock,CLASS_A_REQUIRED_ACTIVE,GOAL-07A,Preserve reproducible clean active workflow through GOAL-06B plus review-only GOAL-06C/GOAL-06D gates and GOAL-07A design-only governance.,ashare_premarket.risk_design.goal07a,scripts/audit_goal07a_governance_boundary.py;scripts/audit_goal07a_boundary_locks.py;scripts/audit_goal07a_v2_factor_lock.py,configs/project/workflow_status.csv;configs/factors/v2_factor_research_contract.yaml,tests/test_goal07a_allowed_input_contract.py;tests/test_goal07a_output_schema_design.py;tests/test_goal07a_risk_rule_catalog.py;tests/test_goal07a_state_machine_design.py;tests/test_goal07a_upstream_warning_mapping.py;tests/test_goal07a_boundary_locks.py;tests/test_goal07a_governance.py;tests/test_goal07a_no_calculation_outputs.py;tests/test_goal07a_v2_factor_lock.py,configs;protected generated outputs from prior active stage,docs/risk/GOAL07A_RISK_OVERLAY_DESIGN_ONLY_BOUNDARY.md;outputs/audits/goal07a_governance_boundary_audit.md;outputs/audits/goal07a_boundary_lock_audit.md;outputs/audits/goal07a_v2_factor_lock_audit.md;outputs/audits/goal07a_readiness_report.md,outputs/audits/goal07a_governance_boundary_audit.md;outputs/audits/goal07a_boundary_lock_audit.md;outputs/audits/goal07a_v2_factor_lock_audit.md;outputs/audits/goal07a_readiness_report.md,python scripts/run_e2e_trunk_validation_through_goal06b.py,python scripts/run_e2e_trunk_verification_through_goal06b.py,KEEP_ACTIVE,Must remain runnable in target repository.,,KEEP_ACTIVE,Generated for clean bootstrap on 2026-06-21.
goal07a1_design_review_unlock_readiness,GOAL-07A.1 risk overlay design review and GOAL-07B unlock readiness,CLASS_A_REQUIRED_ACTIVE,GOAL-07A.1,Preserve reproducible clean active workflow through GOAL-06B plus review-only GOAL-06C/GOAL-06D gates and GOAL-07A design-only governance.,ashare_premarket.risk_design.goal07a1,scripts/run_goal07a1_risk_overlay_design_review_gate.py;scripts/audit_goal07a1_input_contract_readiness.py;scripts/audit_goal07a1_output_schema_safety.py;scripts/audit_goal07a1_rule_convertibility.py;scripts/audit_goal07a1_state_machine_review.py;scripts/audit_goal07a1_warning_policy.py;scripts/audit_goal07a1_boundary_locks.py,configs/risk/goal07a1_design_review_policy.yaml;configs/project/workflow_status.csv,tests/test_goal07a1_design_review.py,configs;protected generated outputs from prior active stage,configs/risk/goal07a1_design_review_policy.yaml;outputs/audits/goal07a1_design_review_report.md;outputs/audits/goal07a1_unlock_readiness_manifest.json;outputs/audits/goal07a1_warning_classification.csv,outputs/audits/goal07a1_design_review_report.md;outputs/audits/goal07a1_unlock_readiness_manifest.json;outputs/audits/goal07a1_warning_classification.csv,python scripts/run_e2e_trunk_validation_through_goal06b.py,python scripts/run_e2e_trunk_verification_through_goal06b.py,KEEP_ACTIVE,Must remain runnable in target repository.,,KEEP_ACTIVE,Generated for clean bootstrap on 2026-06-21.
goal07b0_review_only_unlock_gate,GOAL-07B.0 review-only unlock gate for future GOAL-07B eligibility,CLASS_A_REQUIRED_ACTIVE,GOAL-07B.0,Preserve reproducible clean active workflow through GOAL-06B plus review-only GOAL-06C/GOAL-06D gates and GOAL-07A design-only governance.,ashare_premarket.risk_design.goal07b0,scripts/run_goal07b0_risk_overlay_review_only_unlock_gate.py;scripts/audit_goal07b0_risk_overlay_review_only_unlock_gate.py,,tests/test_workflow_contracts.py;tests/test_public_entrypoints.py;tests/test_validation_gates.py,configs;protected generated outputs from prior active stage,configs/risk/goal07b0_review_only_unlock_policy.yaml;docs/risk/GOAL07B0_RISK_OVERLAY_REVIEW_ONLY_UNLOCK_GATE.md;outputs/audits/goal07b0_unlock_gate_report.md;outputs/audits/goal07b0_unlock_gate_manifest.json;outputs/audits/goal07b0_unlock_gate_audit_report.md,,python scripts/run_e2e_trunk_validation_through_goal06b.py,python scripts/run_e2e_trunk_verification_through_goal06b.py,KEEP_ACTIVE,Must remain runnable in target repository.,,KEEP_ACTIVE,Generated for clean bootstrap on 2026-06-21.
goal07b_review_only_risk_overlay,GOAL-07B review-only risk overlay diagnostic prototype,CLASS_A_REQUIRED_ACTIVE,GOAL-07B,Preserve reproducible clean active workflow through GOAL-06B plus review-only GOAL-06C/GOAL-06D gates and GOAL-07A design-only governance.,ashare_premarket.risk_overlay.goal07b,scripts/run_goal07b_risk_overlay_calculation_prototype.py;scripts/audit_goal07b_risk_overlay_calculation_prototype.py,,tests/test_workflow_contracts.py;tests/test_public_entrypoints.py;tests/test_validation_gates.py,configs;protected generated outputs from prior active stage,configs/risk/goal07b_risk_overlay_calculation_policy.yaml;docs/risk/GOAL07B_RISK_OVERLAY_CALCULATION_PROTOTYPE.md;outputs/risk_overlay/goal07b_review_only_risk_overlay.csv;outputs/diagnostics/goal07b_risk_overlay_diagnostics.csv;outputs/audits/goal07b_risk_overlay_calculation_report.md;outputs/audits/goal07b_risk_overlay_calculation_manifest.json;outputs/audits/goal07b_risk_overlay_calculation_audit.md,,python scripts/run_e2e_trunk_validation_through_goal06b.py,python scripts/run_e2e_trunk_verification_through_goal06b.py,KEEP_ACTIVE,Must remain runnable in target repository.,,KEEP_ACTIVE,Generated for clean bootstrap on 2026-06-21.
goal08a_contract_design_gate,GOAL-08A recommendation contract design-only gate,CLASS_A_REQUIRED_ACTIVE,GOAL-08A,Preserve reproducible clean active workflow through GOAL-06B plus review-only GOAL-06C/GOAL-06D gates and GOAL-07A design-only governance.,ashare_premarket.contract_design.goal08a,scripts/run_goal08a_recommendation_contract_design_gate.py;scripts/audit_goal08a_recommendation_contract_design_gate.py,,tests/test_workflow_contracts.py;tests/test_public_entrypoints.py;tests/test_validation_gates.py,configs;protected generated outputs from prior active stage,configs/recommendation/goal08a_future_recommendation_input_contract.yaml;configs/recommendation/goal08a_future_recommendation_schema.yaml;configs/recommendation/goal08a_warning_propagation_policy.yaml;configs/recommendation/goal08a_actionability_guardrails.yaml;configs/recommendation/goal08a_recommendation_state_machine.yaml;docs/recommendation/GOAL08A_RECOMMENDATION_CONTRACT_DESIGN_GATE.md;docs/recommendation/GOAL08A_DESIGN_ONLY_BOUNDARY.md;outputs/audits/goal08a_recommendation_contract_design_report.md;outputs/audits/goal08a_recommendation_contract_design_manifest.json;outputs/audits/goal08a_recommendation_contract_design_audit.md,,python scripts/run_e2e_trunk_validation_through_goal06b.py,python scripts/run_e2e_trunk_verification_through_goal06b.py,KEEP_ACTIVE,Must remain runnable in target repository.,,KEEP_ACTIVE,Generated for clean bootstrap on 2026-06-21.
goal_storage01_local_research_lake_hardening,GOAL-STORAGE-01 local research lake hardening gate,CLASS_A_REQUIRED_ACTIVE,GOAL-STORAGE-01,Preserve reproducible clean active workflow through GOAL-06B plus review-only GOAL-06C/GOAL-06D gates and GOAL-07A design-only governance.,ashare_premarket.storage.lake_hardening,scripts/run_goal_storage01_local_research_lake_hardening_gate.py;scripts/audit_goal_storage01_local_research_lake_hardening_gate.py,,tests/test_workflow_contracts.py;tests/test_public_entrypoints.py;tests/test_validation_gates.py,configs;protected generated outputs from prior active stage,configs/storage/goal_storage01_local_research_lake_contract.yaml;docs/storage/GOAL_STORAGE01_LOCAL_RESEARCH_LAKE_HARDENING_GATE.md;outputs/audits/goal_storage01_local_research_lake_hardening_report.md;outputs/audits/goal_storage01_local_research_lake_hardening_manifest.json;outputs/audits/goal_storage01_local_research_lake_hardening_audit.md,,python scripts/run_e2e_trunk_validation_through_goal06b.py,python scripts/run_e2e_trunk_verification_through_goal06b.py,KEEP_ACTIVE,Must remain runnable in target repository.,,KEEP_ACTIVE,Generated for clean bootstrap on 2026-06-21.
goal08b0_review_only_unlock_gate,GOAL-08B.0 review-only unlock gate for future GOAL-08B eligibility,CLASS_A_REQUIRED_ACTIVE,GOAL-08B.0,Preserve reproducible clean active workflow through GOAL-06B plus review-only GOAL-06C/GOAL-06D gates and GOAL-07A design-only governance.,ashare_premarket.contract_design.goal08b0,scripts/run_goal08b0_recommendation_review_only_unlock_gate.py;scripts/audit_goal08b0_recommendation_review_only_unlock_gate.py,,tests/test_workflow_contracts.py;tests/test_public_entrypoints.py;tests/test_validation_gates.py,configs;protected generated outputs from prior active stage,configs/recommendation/goal08b0_review_only_unlock_policy.yaml;docs/recommendation/GOAL08B0_RECOMMENDATION_REVIEW_ONLY_UNLOCK_GATE.md;outputs/audits/goal08b0_recommendation_review_only_unlock_report.md;outputs/audits/goal08b0_recommendation_review_only_unlock_manifest.json;outputs/audits/goal08b0_recommendation_review_only_unlock_audit.md,,python scripts/run_e2e_trunk_validation_through_goal06b.py,python scripts/run_e2e_trunk_verification_through_goal06b.py,KEEP_ACTIVE,Must remain runnable in target repository.,,KEEP_ACTIVE,Generated for clean bootstrap on 2026-06-21.
